,Name
"Eric Metcalfe, Hank Bull",1
"Aleksandr Rodchenko, Aleksei Kruchenykh",1
"James Wines, Alison Sky, Michelle Stone, Emilio Sousa",1
G. R. Morris,1
Jean Le Moal,1
"SHoP Architects PC, William Sharples, Coren Sharples, Christopher R. Sharples, Kimberly J. Holden, Gregg A. Pasquarelli",1
Charles J. Brabin,1
Michael English,1
Tekening Lucerbert,1
Matthew Benedict,1
"Harry W. Batz, Jr.",1
"Various Artists, Carsten Höller",1
"Baldioli Eustasio & Figli, Omegna, Italy",1
Eugen Kirchner,1
Michel Gondry,1
"Luigi Massoni, Carlo Mazzeri",1
Greta Von Nessen,1
"Conrad Felixmüller, Heinrich Hoerle, Karl Jacob Hirsch",1
Everett Shinn,1
Werner Zryd,1
Freddie Reeves,1
"Yuri Suzuki, Mark McKeague, Joseph Pleass, Naomi Elliott",1
F. Rubes,1
Park McArthur,1
Greg MacGregor,1
"Alsop Ltd., London, England, SQUINT/OPERA, London, England",1
Herzl Emanuel,1
Michael Klier,1
"Christopher Dresser, Hukin & Heath, Birmingham, England",1
"Natan Al'tman, Iurii Annenkov, Lev Bruni, Marc Chagall, Mstislav Dobuzhinskii, Nikolai Kul'bin, Vladimir Lebedev, Jean Pougny (Ivan Puni)",1
Melissa Ann Pinney,1
Izhar Patkin,1
"Kevin Roche, John Dinkeloo",1
"Jayden D. Harman, PAX Scientific, Inc.",1
Neil Maurer,1
Lino Eneas Spilimbergo,1
"Various Artists, Vladimir Tatlin, Nikolai Rogovin, Mikhail Larionov, Natalia Goncharova",1
Martin Löw-Beer,1
Andrew Kay Womrath,1
"Ernst Langloh, Wilhelm Langloh",1
Stefan Kürten,1
Toshio Sasaki,1
"Gerhard Grossing, Bernhard Leitner",1
Dean L. Fisher,1
"Madelon Hooykaas, Elsa Stansfield",1
"Sony Corporation, company design",1
"Oskar Birckenbach, Emil Maetzel",1
"Sakase Adtech Co., Fukui, Japan",1
"Martin Kippenberger, Rudolf Bonvie, Georg Herold, Albert Oehlen, Thomas Wachweger, Ilona Weber, Wolfgang Weber",1
Jacqueline Humphries,1
Ray Stubblebine/Associated Press,1
Howard Sochurek,1
"Desny, Paris",1
Mick Pilcher,1
Allen Watt,1
P.H. Polk,1
Francis Bernard,1
Max Almy,1
Vaclav Pozarek,1
Peter Freudenthal,1
Bob Jackson,1
"Boris Anisfeld, Sergei Chekhonin, Vladimir Chembers, Mstislav Dobuzhinskii, Aleksandr Iakovlev, Sergei Sudeikin",1
Frédéric Bruly-Bouabré,1
"Yves Tanguy, Joan Miró, Max Ernst",1
Toon Verhoef,1
Michael Harris,1
Sharon Harper,1
Geza Szobel,1
Hans Tollin,1
Rex Whistler,1
Earle Dickson,1
Gerard Malanga,1
Jaroslava Hatláková,1
Clara Carrié,1
Fabrice Hybert,1
Seoungho Cho,1
"Louis Sullivan, Dankmar Adler",1
David Holzman,1
Diane Neumaier,1
Ernest La Jeunesse,1
Hannes Schwarz,1
Francesc Torres,1
Vivian Cherry,1
Valerie Jaudon,1
"Arthur Pulos, Pulos Design Associates, Inc.",1
Arthur Young,1
Mark Waters,1
Raoul Barré,1
Susan Barron,1
Cesar Klein,1
"Aretha Franklin, Andy Warhol",1
"Mendell & Oberer, Pierre Mendell, Klaus Oberer",1
Jürgen Klauke,1
"George Lois, Harold Krieger",1
Pedrero,1
Tex Avery,1
"Rudolf Schmitz, Paul Virilio",1
Patrick Hughes,1
"Marco Maggi, Ken Solomon",1
Francisco Blanco,1
Oskar Dalvit,1
"Mass Studies, Seoul, Korea",1
Yoshinobu Nakamura,1
"Theyre Lee-Elliott, Royal Society for the Prevention of Accidents",1
Richard Lowenstein,1
"Various Artists, George Segal, Roy Lichtenstein, Nicholas Krushenick, Helen Frankenthaler, Richard Anuszkiewicz",1
John Newsom,1
Irving Rusinow,1
J. J. Pieter Oud,1
"Steina, Joan La Barbara",1
Claude Viallat,1
Arthur Emil Bofinger,1
David Shapiro,1
Serge Mouille,1
"Barney Bubbles (Colin Fulcher), Chris Gabrin, Stiff Records, London",1
Heinz Loew,1
"Arturo Vega, Roberta Bayley",1
Werner Graeff,1
Beatrice Albert,1
Sergei Dvortsevoy,1
Nicolas Tucker,1
"Lorraine Metal Mfg. Co., NY",1
Helen Marten,1
Michael Gross,1
Sydney Drum,1
Genichiro Inokuma,1
Mark Miller,1
Pierre Restany,1
Roy Ginstrom,1
J. L. Steg,1
F. Armbruster,1
Francisco Borès,1
Janusz Kapusta,1
"Aleksei Kruchenykh, Ivan Kliun, Igor' Terent'ev",1
Marc Wise,1
Frances Butler,1
"Various Artists, Adrian Wiszniewski, June Redfern, Jack Knox, Peter Howson, Steven Campbell, Bruce McLean, John Bellany",1
Justino Fernández,1
Andrea Cascella,1
Matthew Rackham Barnes,1
"Various Artists, Franz West, Christian Marclay, Wilhelm Sasnal, Gillian Wearing, Nic Hess",1
Hitoshi Nakazato,1
Andries Van Onck,1
Karl Bauer,1
Hubert Schmalix,1
Stephen Perrin,1
Blaise Cendrars (Frédéric Sauser),1
Nicolas Winding Refn,1
Evan Holloway,1
"University Community Video, Jim Mulligan, John DeGraaf",1
Fork Unstable Media,1
"Department of Publications and Urban Design, Organizing Committee of the XIX Olympiad, Lance Wyman, Beatrice Trueblood, Huberto Batis, Eduardo Terrazas, Miguel Cervantes, Ricardo Verdoni, Michael Putnam",1
Jacques Zimmerman,1
Christina Galvez,1
"Akihiko Kotani, Tsuguyoshi Sadashima",1
Corradino D'Ascanio,1
Jesus Barraza,1
Georges de Zayas,1
Tim Parsey,1
José Carlos Martinat,1
"Amanda Knox Sather, Kim Hoffmann, Sara Shaughnessy, RedStart Design, LLC",1
"Various Artists, Joe Zucker, Tom Wesselmann, Don Nice, Agnes Martin, Sylvia Plimack Mangold, Robert Mangold, Sol LeWitt, Chuck Close, Daniel Buren, Richard Artschwager, Myron Stout, Barry Le Va, Carl Andre",1
Desiderius Orban,1
Tontsere,1
Gordon Coster,1
Dennis Evans,1
Paul Spina,1
A.A.P.,1
Kumiko Kushiyama,1
John Scofield,1
Maureen Bisilliat,1
Zhang Yuan,1
W. & D. Downey,1
Rupert D. Turnbull,1
Frank Capra,1
"Kiki Smith, Mei-mei Berssenbrugge",1
Dan Grossi/Associated Press,1
Kirsten Hawthorne,1
"Gruppo G14, Gianfranco Facchetti, Umberto Orsoni, Gianni Pareschi, Giuseppe Pensotti, Roberto Ubaldi",1
Alain Huck,1
Frank Newbould,1
David Plowden,1
Don Hunstein,1
Louis-Joseph Deflube,1
"Benjamin Dennel, Studio B/C",1
Patricia Cardoso,1
Armand Point,1
Rex (Reginald C.) Silver,1
Julia Seyr,1
Earl Miller,1
Joan Webster Price,1
Jay McCafferty,1
Fabrizio Gori,1
"Gerald Jupitter-Larsen, The Haters",1
Thurston Moore,1
John Anderson,1
Junius Redwood,1
"Hans Staeger, Manfred Malzacher",1
"Various Artists, Rafael Tufiño, Lorenzo Homar",1
Stéphane Mallarmé,1
"Richard Pare, Vladimir Shukhov",1
Charles Lapierre,1
"McDonnell Aircraft Corp., St. Louis, MO",1
Anthony Nomorosa,1
"American Optical Corp., Southbridge, MA",1
"Robert Mapplethorpe, Bob Heimall, Arista Records",1
"Geoffrey Hendricks, George Maciunas, Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks)",1
"The Dogz, Maija Beeton, Cindy Bernard, Art Byington, Laura Graham, Mike Kelley, Liz Larner, Richie Lee, Stephen Prina, Eddie Ruscha, Jim Shaw, Martine Tomczyk",1
"Various Artists, Marc Camille Chaimowicz, Pamela Rosenkranz, John Waters, Xu Zhen",1
Harris & Ewing/Times World Wide Photos,1
"Various Artists, Jacques Villon, Pablo Picasso, Francis Picabia, Jean Metzinger, Fernand Léger, Marie Laurencin, Juan Gris, Albert Gleizes, Marcel Duchamp, André Derain, Georges Braque",1
Constantino Nivola,1
John Randall Bratby,1
Carlos Zilio,1
Jim Nichols,1
Jenny Roed,1
Kosuke Tsumura,1
"J. & J. Kohn, Josef Kohn, Jacob Kohn",1
Saliba Douaihy,1
Patrick Corillon,1
Eve Sonneman,1
Todd Greene,1
Harald Szeemann,1
"Yann Aussant, Mr. Malcolm Daniel",1
"Nagy Shaker, Paolo Isaja",1
"Unknown Artist, V. Vorus'kii",1
Prazsky,1
Wilson A. Bentley,1
Alice Rohrwacher,1
Ben Rose,1
"deepdesign, Matteo Bazzicalupo, Raffaella Mangiarotti",1
Markus Schinwald,1
Edward Paschke,1
"Wilhelm Wagenfeld, Carl Jakob Jucker",1
Vasudeo S. Gaitonde,1
"Augustin Tschinkel, Ladislav Sutnar",1
"Jonathan Hoefler, Tobias Frere-Jones",1
"Steven Holl Architects, Steven Holl, Mark Janson, Joseph Fenton, Suzanne Powadiuk, James Rosen",1
John Evan Hughes,1
Klub 2,1
Sarah Watt,1
Frank Meadow Sutcliffe,1
"Rachel Wingfield, Mathias Gmachl, Loop, pH",1
James Bruce Grashow,1
"Various Artists, E.L.T. (Edouard Léon Théodore) Mesens, Guido Biasi, Arnaldo Pomodoro, Augustin Càrdenas, Chinn Yuen-Yuei, Sergio Dangelo, Öyvind Fahlström, Nobuya Abe, Juan Langlois, Claude Viseux, Eduardo Paolozzi, Bernard Quentin, N. Krishna Reddy, Paul Revel, Mimmo Rotella, Yasse Tabuchi, Jacques Hérold",1
"Alexandra Exter, Various Artists",1
"Lisa Pasedag, Franz Wilhelm Seiwert, Wilhelm Schuler, Erich Goldbaum, Erich Gehre",1
Marc Räder,1
Kacie Kinzer,1
Gabrielle Russomagno,1
Dave Stewart,1
Sebastian Marchal,1
Vincent Smith,1
"Fat Les, Keith Allen, Damien Hirst, Alex James",1
Pedro Figari,1
"Raymond Pettibon, Circle One",1
William Warnecke,1
"Nye Ffarrabas (formerly Bici Forbes and Bici Forbes Hendricks), Geoffrey Hendricks",1
Rosângela Rennó,1
Sister Sheila Flynn,1
Max Cole,1
"Pablo Picasso, Paul Lemagny",1
"Cadavre Exquis, Valentine Hugo, André Breton, Tristan Tzara, Greta Knutson",1
"Andy Warhol, Billy Name, Craig Braun, John Pasche, Rolling Stones Records",1
"Various Artists, John Bock, Christian Jankowski, Matt Mullican, Dan Peterman, Kay Rosen, Rirkrit Tiravanija, Rosemarie Trockel, Lawrence Weiner",1
Otto Pankok,1
"Various Artists, David Meltzer, Wallace Berman",1
Louis A. Schmidt,1
C. Whitney Bender,1
"P. Bakharev, Marianna Erlikh, Nina Kul'bina",1
Robert Colescott,1
Stephan Augustin,1
Jan Voss,1
Hideshima Yukio,1
Gyula Pap,1
"Kazuyo Sejima & Associates, Kazuyo Sejima",1
Ivo Ferreira da Silva,1
Richard Lytle,1
Francesca Gabbiani,1
Bazon Brock,1
J.D.H. Harvey,1
Maurice Grosser,1
Fernando Szyszlo,1
Chris Diedericks,1
Emilio Terry,1
"Various Artists, David Burliuk, Vladimir Burliuk, Natalia Goncharova, Elena Guro, Mikhail Larionov",1
"David Burliuk, Vladimir Burliuk, Alexandra Exter, Vasilii Kamenskii",1
John Roy,1
May Stevens,1
"Frabill, Inc.",1
Jun Miki,1
"frogdesign, Sunnydale, CA",1
"Amanda Guest, Bart Wasserman",1
Helen Balfour Morrison,1
Benji Whalen,1
Fanny Rabel,1
Tebo (Angel Torres Jaramillo),1
Enrique Castro-Cid,1
"Various Artists, Pavel Filonov, Kazimir Malevich, Vladimir Mayakovsky",1
"Pete Docter, Bob Peterson",1
Frederick Thomson,1
Yuri V. (Mon) Vasiliev,1
Tommy Mew,1
"Duracell International Inc., Bethel, Connecticut",1
"Rita McBride, Kim Schoenstadt",1
Francesco Binfaré,1
Julian Rosefeldt,1
Victor Tool Co.,1
Rudolf Schlichter,1
"Uncle Sam's Umbrella Shop, New York, NY",1
William E. Sauro/The New York Times,1
"Joaquin Pottery Co., Stockton, CA",1
"Merce Cunningham, Elliot Caplan",1
"Philip G. Atwell, Dr. Dre",1
Paul Kwilecki,1
"Robert Faludi, Kate Hartman, Kati London, Rebecca Bray",1
Nikolai Troshin,1
Kate Steinitz,1
Michele De Lucchi,1
Volker Hüller,1
Hymen Lipman,1
Derek Boshier,1
David Moore,1
Jean Reavey,1
Karl Grill,1
"Willys de Castro, Hércules Barsotti",1
"Rüdiger Berlit, Conrad Felixmüller, Josef Achmann",1
Sven Wingquist,1
"Frank Barkow, Regine Leibinger",1
Anthony Currell,1
"Various Artists, Kiyoshi Hasegawa, Berthold-Mahn (Charles Désiré), Mariano Andre, Raoul Dufy, Maurice Barraud, Jean Berque, Rodolphe-Théophile Bosshard, Jean-Louis Boussingault, Pierre Eugène Clairin, Jean Gabriel Daragnès, Odette Desgarets, Yves Alix, Wilhelm Gimmi, Valdo-Barbey (Valdo-Luis Barbey), Raymonde Heudebert, Jean Launois, Marie Laurencin, Alfred Lombard, Mariette Lydis, André Mare, Luc-Albert Moreau, René Piot, André Dunoyer de Segonzac, Paul Véra, Edouard-Léon-Louis Edy-Legrand",1
Johanna Rille,1
Mariana Castillo Deball,1
"Various Artists, Robert Morris, Robert Breer, John Chamberlain, Walter De Maria, Jim Dine, Mark di Suvero, Öyvind Fahlström, Dan Flavin, Red Grooms, Hans Haacke, Alex Hay, Donald Judd, Ellsworth Kelly, Lee Bontecou, Roy Lichtenstein, Robert Whitman, Louise Nevelson, Kenneth Noland, Claes Oldenburg, Nam June Paik, Robert Rauschenberg, James Rosenquist, George Segal, Richard Serra, Keith Sonnier, Richard Stankiewicz, Cy Twombly, Andy Warhol, Sol LeWitt",1
David France,1
Marianne Kampel,1
"Various Artists, Clovis Trouille, George Reavey, Bernard Pfriem, Meret Oppenheim, Lee Lozano, Ray Johnson, Alain Jacquet, Marcia Herscovitz, Bruce Conner, Nicolas Calas, Marcel Duchamp",1
"Deberny et Peignot, Paris",1
Gugelot Institute,1
Arnold Eagle,1
Fritz Schleifer,1
Wim Beuning,1
Alik Cavaliere,1
"Jim Dine, Rory McEwen",1
S. Watson,1
"Eder Santos, Eder Santos",1
"Heikkinen Komonen Architects, Mikko Heikkinen, Markku Komonen",1
Sid Hammer,1
Sung Hwan Kim,1
Parr,1
Ridley Scott,1
Daniel den Dikkenbboer,1
Lino Brocka,1
Throbbing Gristle,1
"Marcel Lods, Eugène Beaudouin",1
Alessandro Blasetti,1
René Clair,1
John D. Wareham,1
Ernest Lawton (?),1
Rory McEwen,1
Ronaldo Ferri,1
"Various Artists, Steven Hull",1
"Stewart Bird, Deborah Shaffer",1
Tchah-Sup Kim,1
Mira Nair,1
Victor De Palma,1
Vincent Leow,1
"Peter Blake, Jann Haworth, Michael Cooper",1
C. Léandre,1
Charlotte Schmidt,1
Deborah Oropallo,1
Bernardo Bertolucci,1
John Mascheroni,1
"Hendrik Van Keppel, Taylor Green",1
"Zhang Huan, the artist's studio",1
Jack Cutting,1
Philip Webb,1
Benjamin Bauer,1
Ludwig Wachlmeier (or Aloys Ludwig Wach),1
Jean Deyrolle,1
José Echavé,1
Rhonda Abrams,1
Ian Colverson,1
Penelope Umbrico,1
Jaroslav Sůra,1
"Mirko Ilić, Studio SLS, Zagreb, Croatia, V. Serafimov",1
James Fitzsimmons,1
Hortense B. Isenberg,1
Franco Ricci,1
McDonald (Mackey Jeffries) Bane,1
Marcelo Bonevardi,1
Safety 1st,1
Robert Kabak,1
Sal Sirugo,1
"Form GmbH, Germany",1
"Various Artists, Iurii Annenkov, Alexander Benois, Sergei Chekhonin, Mstislav Dobuzhinskii, Valentina Khodasevich, Vladimir Lebedev, Aleksei Radakov, B. Popov, Jean Pougny (Ivan Puni), Ilya Repin, V. Zamiralio",1
"Roberto Gabetti, Aimaro Oreglia d'Isola",1
Charles Currey,1
GOLDIN + SENNEBY,1
Akira Miyoshi,1
Artko,1
Bayer Research Laboratories,1
Guido Biasi,1
Edmond Ceria,1
Galina Chichagova,1
Beat Streuli,1
James Ponsoldt,1
J. Jay Hirz,1
Maria Bonomi,1
"Tim Hope, King Biscuit Time",1
Hendrik Nicolaas Werkman,1
Marc Paradis,1
"Alfred H. Barr, Jr.",1
Hanna Schygulla,1
Winfried Reinbacher,1
Patricia Dalzell,1
Hap Sakwa,1
"Various Artists, Marina Abramović, George Condo, Sue de Beer, Adam Helms, John Newsom, William Villalongo, Papo Colo",1
Bradbury Thompson,1
Nikolai Kuleshov,1
Monsieur Thiebault,1
Luigi Spacal,1
Adolphe Terris,1
Brad Silberling,1
"El'brus Gutnov, N. Spirov, Solomon Telingater",1
Greg Marting,1
"Terry Atkinson, Michael Baldwin",1
Raoul De Keyser,1
Jyrki Markkanen,1
Michael Martone,1
Peter Stampfli,1
Margaret Watkins,1
"Various Artists, Hans J. Zeidler, Reiner Schwarz, Oswald Michel, Bernhard Jaeger, Thomas Bayrle, Walter Zimbrich, Wolfgang Schlick, Horst B. Baerenz",1
Waldemar Kutner,1
"Various Artists, Jimmie Durham, Helen Marten, Paulina Olowska, Damián Ortega",1
Jeffrey Blake,1
Mary Callery,1
"VALIE EXPORT, Peter Hassmann",1
Dennis Adams,1
"Nikhil Garde, Designskolen Kolding, Elle-Mie Ejdrup Hansen, Barnabas Wetton, Michael Frederiksen, Viking Life-Saving Equipment A/S",1
Hans Gantert,1
"Ferdinand Porsche, Volkswagenwerk, Germany",1
"Michele Gauler, Design Interactions Department, Royal College of Art",1
Soner Ozenc,1
Lawrence Livermore National Laboratory,1
Wenda Gu,1
Alessandro Becchi,1
Pamela Woodhead,1
Jerome Schueger,1
Frank Shepard Fairey,1
"Jöran Lindvall, Sture Balgård, Eva Björklund",1
Hitoshi Takekiyo,1
Akira Matsumoto,1
John Kleckner,1
Huller,1
David Saunders,1
Jonathan Morse,1
Robert S. Neuman,1
Baroness Elsa von Freytag-Loringhoven,1
Yves Robert,1
Charles Quest,1
Jaap Wagemaker,1
James Henry Daugherty,1
Luc Bourdon,1
John Salt,1
John Harvey,1
René Ravo,1
Vilhelm Tveteraas,1
Kasper König,1
Aernout Mik,1
Jean Vylen,1
Neville Brody,1
"Sony Electronics, Inc.",1
Frantisek Drtikol,1
Heinrich Vogeler,1
Linda Lynch,1
William D. Murphy,1
Umberto Luigi Ronco,1
Verney L. Danvers,1
Netzler,1
Ambrogio Pozzi,1
Michael Ray Charles,1
Elisabeth Lindemann,1
Paul Wong,1
Shirley Jaffe,1
Dmitrij Naumovich Babichenko,1
Paul Parker,1
Edward Wallowitch,1
"Jacques Villon, Amedeo Modigliani",1
Gordon Cook,1
"Susan Raymond, Alan Raymond",1
Yves José Zimmerman,1
Maude Schuyler Clay,1
"Donald Fagen, Annabel Jankel, Rocky Morton",1
Carole Benzaken,1
Walter Diethelm,1
Fuller Griffith,1
Henry Koerner,1
E. Hawthorne,1
Campbell Scott,1
Naoya Hatakeyama,1
Jacques Sicard,1
"Various Artists, Maria Siniakova, Russian, 1898-1989, Gustav Klutsis",1
Jaume SOLÁ Terrades,1
Vladimir Izenberg,1
Bruce Boice,1
Robert Demachy,1
"Jules Backus, Skip Blumberg",1
"Willys-Overland Motors, Inc., Toledo, Ohio",1
Adolphe Crespin,1
Jim Campbell,1
"Lyubov Popova, Various Artists",1
Bill Jacklin,1
John Timothy Close,1
"Louis Rousseau, Jacques-Philippe Potteau",1
Oliver Michaels,1
Joan Semmel,1
Studio Tetrarc,1
Alda Maria Armagni,1
Anthony Camerano/Associated Press,1
Evert Lundquist,1
Alain Corneau,1
Cecil Stephenson,1
Isabelle Arthuis,1
"Issey Miyake, Fujiwara Dai",1
Willi Baum,1
James Wells Champney,1
John Griffiths,1
Carry (Carl Maria) Hauser,1
Moscow Presse Cliche,1
"Viktor Weixler, Fritz Judtmann",1
Tsuneo Nakai,1
"Kazimir Malevich, Vladimir Mayakovsky",1
Cuno Amiet,1
Christine Hill,1
Thomas Dolby,1
"V. Lorenzo Porcelli, Carmen Basile",1
"Alex Weil, Charlie Levi, Jeff Stein",1
"Various Artists, Chuck Close, Nan Goldin, Jim Hodges, Frank Moore, Jorge Pardo, Jack Pierson, Lari Pittman, Cindy Sherman, Laurie Simmons, Kiki Smith, Robert Wilson",1
Hermine Freed,1
Katharina Hager,1
René Vincent,1
Alfred Keane Moe,1
Massimo Giacon,1
Margaret Heeps,1
Charles H. France,1
Presse Bild Zentrale,1
Fratelli Grivel (now Grivel S.r.l.),1
Paul Georges,1
Dwain Faubion,1
Kirsten Pieroth,1
"Various Artists, Ana Mendieta, Carl Andre",1
John Cline,1
Valérie Belin,1
Hannah Weiner,1
J. Edith Wise,1
Gastone Rinaldi,1
Carmen Herrera,1
Ruud Jan Kokke,1
Jaroslav Serych,1
"Various Artists, Mario Yrisarry, Ad Reinhardt, Richard Lindner, Alfred Jensen, Marvin Israel, Robert Indiana, Allan D'Arcangelo, Tom Wesselmann",1
Sipho Mdanda,1
William Anthony,1
Jack Sal,1
Walter G. Treadwell,1
Moyra Davey,1
Gary Winick,1
"Jurriaan Kok, Jacobus Lucas Verhoog",1
Stanislaus Stückgold,1
"David Wark Griffith, Frank Powell",1
"Charles S. Anderson, Todd Piper-Hauswirth",1
Ryan Gander,1
"Hämmerli, Ltd., Lenzburg, Switzerland",1
"Robert Filliou, Daniel Spoerri",1
Craigie Horsfield,1
"Paul Budnitz, Tristan Eaton, Tilt",1
"Spike Jonze, Fatboy Slim",1
Jacek Neugebauer,1
"David Burliuk, Vladimir Burliuk, Nikolai Kul'bin, Aristarkh Lentulov, Aleksei Remizov, Olga Rozanova, Maria Siniakova, Russian, 1898-1989",1
Forrest Mars,1
Marie Raymond,1
Bruno Gironcoli,1
F. Cormon,1
Carl Pope,1
"A. Krapp, Wladislav Skotarek, Erich Gehre, Conrad Felixmüller, Jerzy von Hulewicz",1
William Henry Holmes,1
Julien Trevelyan,1
Johannes Larsen,1
Hermann Finsterlin,1
Otto L. Grever,1
Gianni Amelio,1
Sam Goodman,1
Yasuo Shinohara,1
Allan Mitelman,1
Gino De Dominicis,1
Giacomo Caneva,1
"Dario Montagni, Sergio Berizzi, Cesare Butté",1
Gottlieb Soland,1
Nick Butler,1
Alex Israel,1
Fritz Grohs,1
Richard Hell,1
Luis Lemus,1
Win Knowlton,1
"Peter Saville, Trevor Key, Factory Records, Manchester",1
"Aleksandr Andreev, Nikolai Kul'bin, A. A. Nikolaev, N. M. Siniagin, Liudmila Shmit-Ryzhova, Evgenii Vashchenko",1
Isidora Aschheim,1
"Romas Viesulas, Bülent Arel, Milton Babbitt, Earl Brown, Sylvano Bussotti, Vladimir Ussachevsky",1
"Ellen Moffat, Martha Rosler",1
Tony Cokes,1
George Archainbaud,1
Agenore Fabbri,1
"Various Artists, Mary Wykeham, Julien Trevelyan, Geza Szobel, Charles Salisbury, Dolf Rieser, John Piper, Roland Penrose, Ithell Colquhoun, John Buckland-Wright, John Banting",1
Lynn Sexton,1
Roland Dorcély,1
Merg Ross,1
Robert Bart,1
"Sür Drone, Raymond Pettibon, Raymond Pettibon",1
Kazuyo Sejima,1
Musya Sheeler,1
Evandro Carlos Jardim,1
Antoni Miralda,1
"Martha Rosler, Paper Tiger Television",1
Butch Walker,1
Louise Hopkins,1
Joe Munroe,1
James A. Sebastian,1
Johannes Gecelli,1
Owen F. Maclaren,1
George Meunier,1
Nagisa Oshima,1
Yevgeny Khaldei,1
Adolf Boehm,1
"Giampiero Bassi, Giovanni Bassi",1
"Bob Heimall, Robert Mapplethorpe",1
Hubert Dalwood,1
"Golan Levin, Free Art and Technology Lab, Shawn Sims, Sy-Lab",1
Ernst Moritz Engert,1
Fiorenzo Giorgi,1
Red Cross Institute for Crippled and Disabled Men,1
Jean Renoir,1
Franco Zecchin,1
Enrique Brinkmann,1
"Dieter Roth, Gorgona artists group",1
Paul Mogensen,1
Edward Herman,1
"Dorothy F. Markle, Harry C. Markle",1
Marcel Chirnoaga,1
Alex Moulton,1
"Daniel Spoerri, François Dufrêne",1
"John Giorno, Anne Waldman, Les Levine",1
"Joan Miró, Louis Marcoussis",1
Julius Klinger,1
"Various Artists, Jacques Villon, Yves Tanguy, Pablo Picasso, André Masson, Fernand Léger, Henri Laurens, Alberto Giacometti, Max Ernst, Marc Chagall, Georges Braque, Joan Miró, André Beaudin, Valentine Hugo, Oscar Domínguez, Jean (Hans) Arp",1
J. Trevor Wood,1
Ian Davenport,1
Karen Klugman,1
Hideo Kanbara,1
Joe Thompson,1
"Makoto Nakamura, Norsaki Yokosuka",1
"Various Artists, Charles Hinman, Allan D'Arcangelo, Louise Nevelson, Paul Burlin, George Sugarman, Charles Cajori, Rudolf Baranik, Leon Golub, Adja Yunkers, Irving Petlin, Ad Reinhardt, Jack Sonenberg, Mark di Suvero, Carol Summers, David Weinrib, William Copley",1
"Vasyl Krychevsky, Alexander Dovzhenko",1
Florence Knoll,1
Michael Podulke,1
Yael Hersonski,1
John Swope,1
Jutta Koether,1
Toshifumi Kawahara,1
Mary Rodney,1
Ivana Keser,1
Robert Massin,1
Gloria Ortiz-Hernández,1
Miguel Rodrigo Mazuré,1
"Jun Okazaki, Emi Segawa",1
Carl Martin,1
"Willem de Kooning, Harold Rosenberg",1
Betsy Damon,1
Jakob Wagner,1
"Gertrud Fischbacher, Daniel Suter",1
Kais Al-Zubaidi,1
"Gerd Alfred Müller, Robert Oberheim",1
Camille Bombois,1
Yukichi Watabe,1
Imaginary Forces,1
"Languis, Alejandro Cohen, Marcos Chloca",1
Saint-Edme,1
Neighborhood News,1
Humberto Jaimes Sanchez,1
W. B. King,1
"Alfred Jarry, Pierre Bonnard",1
"Lenox, Inc., Trenton, NJ",1
Roland Giguère,1
"Mark Farrow, Eric Watson, Parlophone Records",1
Elizabeth McFadden,1
Steven T. Kaneko,1
J. Deplanque,1
Eduardo Terrazas,1
Aftograf,1
"Juan Maidagan, Dolores Zinny",1
Felix Klee,1
Judy Chicago,1
Wayne Levin,1
"Alexandra Exter, Lyubov Popova, Aleksandr Rodchenko, Varvara Stepanova, Aleksandr Vesnin",1
Juan Soriano,1
Michael Hvorecky,1
Costa Gavras,1
Jon O. Brubaker,1
Willy Szesztokat,1
Ralph Hocking,1
Frieda Gertrud Riess,1
"Herzog & de Meuron, Basel, Jacques Herzog, Pierre de Meuron, Karl Blossfeldt",1
