Name,Nationality,Gender,Birth Year,Death Year,Living Status,Age
Bronwen Findlay,South African,Female,1953,Alive,TRUE,#VALUE!
Sister Sheila Flynn,British,Female,1952,Alive,TRUE,#VALUE!
Deryck Healy,South African,Male,1937,2004,FALSE,67
Trevor Makhoba,South African,Male,1956,2003,FALSE,47
Judith Mason,South African,Female,1938,Alive,TRUE,#VALUE!
Sipho Mdanda,South African,Male,1960,Alive,TRUE,#VALUE!
Martin Moratillo,Peruvian,Male,1968,Alive,TRUE,#VALUE!
Gabisile Nkosi,South African,Female,1974,2008,FALSE,34
Daniel Ohene-Adu,Ghanaian,Male,1952,Alive,TRUE,#VALUE!
Carmen Perrin,Peruvian,Female,1953,Alive,TRUE,#VALUE!
Sthembiso Sibisi,South African,Male,1976,2006,FALSE,30
Yusuf Vahed,South African,Male,1971,Alive,TRUE,#VALUE!
Judy Woodborne,South African,Female,1966,Alive,TRUE,#VALUE!
Nhlanhla Xaba,South African,Male,1960,Alive,TRUE,#VALUE!
Mduduzi Xakaza,South African,Male,1965,Alive,TRUE,#VALUE!
Bjarke Ingels,Danish,Male,1974,Alive,TRUE,#VALUE!
Cameron Platter,South African,Male,1978,Alive,TRUE,#VALUE!
Hans Leistikow,German,Male,1892,1962,FALSE,70
Laurence Humier,Belgian,Female,1976,Alive,TRUE,#VALUE!
Kudzanai Chiurai,Zimbabwean,Male,1981,Alive,TRUE,#VALUE!
Marco Cianfanelli,South African,Male,1970,Alive,TRUE,#VALUE!
Barthelemy Toguo,Cameroonian,Male,1967,Alive,TRUE,#VALUE!
Ernestine White,South African,Female,1976,Alive,TRUE,#VALUE!
Billy Apple,New Zealander,Male,1935,Alive,TRUE,#VALUE!
Davorin Savnik,Slovenian,Male,1929,Alive,TRUE,#VALUE!
Susan Hefuna,German,Female,1962,Alive,TRUE,#VALUE!
Marie Cool,French,Female,1961,Alive,TRUE,#VALUE!
Thomas Heatherwick,British,Male,1970,Alive,TRUE,#VALUE!
Granger Moorhead,American,Male,1969,Alive,TRUE,#VALUE!
Robert Moorhead,American,Male,1972,Alive,TRUE,#VALUE!
Gerd Arntz,German,Male,1900,1988,FALSE,88
Tobias Frere-Jones,American,Male,1970,Alive,TRUE,#VALUE!
Jonathan Hoefler,American,Male,1970,Alive,TRUE,#VALUE!
Susan Kare,American,Female,1954,Alive,TRUE,#VALUE!
P. Scott Makela,American,Male,1960,1999,FALSE,39
Jeffery Keedy,American,Male,1957,Alive,TRUE,#VALUE!
Barry Deck,American,Male,1962,Alive,TRUE,#VALUE!
Albert-Jan Pool,Dutch,Male,1960,Alive,TRUE,#VALUE!
Erik Spiekermann,German,Male,1947,Alive,TRUE,#VALUE!
Neville Brody,British,Male,1957,Alive,TRUE,#VALUE!
Erik van Blokland,Dutch,Male,1967,Alive,TRUE,#VALUE!
Just van Rossum,Dutch,Male,1966,Alive,TRUE,#VALUE!
Inge Morath,Austrian,Female,1923,2002,FALSE,79
Tunga,Brazilian,Male,1952,Alive,TRUE,#VALUE!
De Wain Valentine,American,Male,1936,Alive,TRUE,#VALUE!
Rafael Ortega,Mexican,Male,1965,Alive,TRUE,#VALUE!
F. Holland Day,American,Male,1864,1933,FALSE,69
Joseph Turner Keiley,American,Male,1869,1914,FALSE,45
James Wells Champney,American,Male,1843,1903,FALSE,60
Charles I. Berg,American,Male,1856,1926,FALSE,70
Todd Haynes,American,Male,1961,Alive,TRUE,#VALUE!
Mathilde Weil,American,Female,1872,1918,FALSE,46
Adolf Boehm,Austrian,Male,1861,1927,FALSE,66
Rita Ackermann,Hungarian,Female,1968,Alive,TRUE,#VALUE!
Mateo López,Colombian,Male,1978,Alive,TRUE,#VALUE!
Carmela Gross,Brazilian,Female,1946,Alive,TRUE,#VALUE!
Paula Hayes,American,Female,1958,Alive,TRUE,#VALUE!
Pierre Chareau,French,Male,1883,1950,FALSE,67
Grace Jones,American,Female,1948,Alive,TRUE,#VALUE!
Karen Finley,American,Female,1956,Alive,TRUE,#VALUE!
Dani Leventhal,American,Female,1972,Alive,TRUE,#VALUE!
Arthur Bedou,American,Male,1882,1966,FALSE,84
Mart Stam,Dutch,Male,1899,1986,FALSE,87
Annette Kelm,German,Female,1975,Alive,TRUE,#VALUE!
Hank Willis Thomas,American,Male,1976,Alive,TRUE,#VALUE!
Dita Moser,Austrian,Female,1883,1968,FALSE,85
Brian Eno,British,Male,1948,Alive,TRUE,#VALUE!
Sameer Makarius,Argentine,Male,1924,2009,FALSE,85
Björk,Icelandic,Female,1965,Alive,TRUE,#VALUE!
Daniel Joseph Martinez,American,Male,1957,Alive,TRUE,#VALUE!
Friedrich Froebel,German,Male,1782,1852,FALSE,70
Magda Mautner von Markhof,Austrian,Female,1881,1944,FALSE,63
Deana Lawson,American,Female,1979,Alive,TRUE,#VALUE!
Ilene Segalove,American,Female,1950,Alive,TRUE,#VALUE!
Revital Cohen,Israeli,Female,1981,Alive,TRUE,#VALUE!
Reid Miles,American,Male,1927,1993,FALSE,66
Adam Pendleton,American,Male,1984,Alive,TRUE,#VALUE!
Kerstin Brätsch,German,Female,1979,Alive,TRUE,#VALUE!
Andrea Geyer,German,Female,1971,Alive,TRUE,#VALUE!
Sharon Hayes,American,Female,1970,Alive,TRUE,#VALUE!
Ashley Hunt,American,Male,1970,Alive,TRUE,#VALUE!
Katya Sander,Danish,Female,1970,Alive,TRUE,#VALUE!
Emiliano Godoy,Mexican,Male,1974,Alive,TRUE,#VALUE!
Ödön Palasovsky,Hungarian,Male,1899,1980,FALSE,81
William Plumb,American,Male,1932,Alive,TRUE,#VALUE!
Marek Piasecki,Polish,Male,1935,2011,FALSE,76
Cengiz Çekil,Turkish,Male,1945,2015,FALSE,70
Kiyoji Otsuji,Japanese,Male,1923,2001,FALSE,78
Roger Deakins,British,Male,1949,Alive,TRUE,#VALUE!
Saburo Murakami,Japanese,Male,1925,1996,FALSE,71
Diana Balton,American,Female,1958,2013,FALSE,55
Jacqueline Groag,British,Female,1903,1986,FALSE,83
Max Penson,Russian,Male,1893,1959,FALSE,66
Franciszka Themerson,British,Female,1907,1988,FALSE,81
Kacie Kinzer,American,Female,1983,Alive,TRUE,#VALUE!
Peter Opsvik,Norwegian,Male,1939,Alive,TRUE,#VALUE!
Golan Levin,American,Male,1972,Alive,TRUE,#VALUE!
Ayah Bdeir,Lebanese,Female,1982,Alive,TRUE,#VALUE!
Benjamin Dennel,French,Male,1983,Alive,TRUE,#VALUE!
Stefanie Posavec,American,Female,1981,Alive,TRUE,#VALUE!
Nicholas Felton,American,Male,1977,Alive,TRUE,#VALUE!
Soner Ozenc,Turkish,Male,1980,Alive,TRUE,#VALUE!
Gabriele Basilico,Italian,Male,1944,2013,FALSE,69
Eugène Beaudouin,French,Male,1898,1983,FALSE,85
Munio Gitai Weinraub,Israeli,Male,1909,1970,FALSE,61
Manon de Boer,Dutch,Female,1966,Alive,TRUE,#VALUE!
Ion Grigorescu,Romanian,Male,1945,Alive,TRUE,#VALUE!
Maarten Baas,Dutch,Male,1978,Alive,TRUE,#VALUE!
Max Weisel,American,Male,1991,Alive,TRUE,#VALUE!
Kate Hartman,American,Female,1981,Alive,TRUE,#VALUE!
Julien Devaux,Belgian,Male,1975,Alive,TRUE,#VALUE!
Heinrich Richter-Berlin,German,Male,1884,1981,FALSE,97
Charles Harry Jones,British,Male,1866,1959,FALSE,93
Jack Schulze,British,Male,1976,Alive,TRUE,#VALUE!
Oscar Bony,Argentine,Male,1941,2002,FALSE,61
Ron Gilad,Israeli,Male,1972,Alive,TRUE,#VALUE!
James Cameron,Canadian,Male,1954,Alive,TRUE,#VALUE!
Zach Lieberman,American,Male,1977,Alive,TRUE,#VALUE!
James Powderly,American,Male,1976,Alive,TRUE,#VALUE!
Chris Sugrue,American,Female,1978,Alive,TRUE,#VALUE!
Armando Andrade Tudela,Peruvian,Male,1975,Alive,TRUE,#VALUE!
Kerry Tribe,American,Female,1973,Alive,TRUE,#VALUE!
Campbell Orme,British,Male,1982,Alive,TRUE,#VALUE!
Will Wright,American,Male,1960,Alive,TRUE,#VALUE!
Tarn Adams,American,Male,1978,Alive,TRUE,#VALUE!
Zach Adams,American,Male,1975,Alive,TRUE,#VALUE!
Erik Hersman,American,Male,1975,Alive,TRUE,#VALUE!
Shigeru Ishitsuka,Japanese,Male,1975,Alive,TRUE,#VALUE!
Misako Kirigaya,Japanese,Female,1985,Alive,TRUE,#VALUE!
Matt Kenyon,American,Male,1977,Alive,TRUE,#VALUE!
Douglas Easterly,American,Male,1968,Alive,TRUE,#VALUE!
Lidy Prati,Argentine,Female,1921,2008,FALSE,87
Jacques Charlier,Belgian,Male,1939,Alive,TRUE,#VALUE!
Gary Bigot,French,Male,1948,Alive,TRUE,#VALUE!
Marcel Mariën,Belgian,Male,1920,1993,FALSE,73
Didier Vermeiren,Belgian,male,1951,Alive,TRUE,#VALUE!
Anne Collier,American,Female,1970,Alive,TRUE,#VALUE!
Peter Saville,British,Male,1955,Alive,TRUE,#VALUE!
Michael Buthe,German,Male,1944,1994,FALSE,50
Lynn Hershman Leeson,American,Female,1941,Alive,TRUE,#VALUE!
Giancarlo Mazzanti,Colombian,Male,1963,Alive,TRUE,#VALUE!
Robert Faludi,American,Male,1966,Alive,TRUE,#VALUE!
Kati London,American,Female,1976,Alive,TRUE,#VALUE!
Rebecca Bray,American,Female,1974,Alive,TRUE,#VALUE!
Andrzej Budek,Polish,Male,1959,Alive,TRUE,#VALUE!
Moyra Davey,Canadian,Female,1958,Alive,TRUE,#VALUE!
George Georgiou,British,Male,1961,Alive,TRUE,#VALUE!
Marguerite Humeau,French,Female,1986,Alive,TRUE,#VALUE!
Doug Rickard,American,Male,1968,Alive,TRUE,#VALUE!
Viviane Sassen,Dutch,Female,1972,Alive,TRUE,#VALUE!
Phil Collins,British,Male,1970,Alive,TRUE,#VALUE!
Miloslav Prokop,Czech,Male,1896,1954,FALSE,58
Stephen Vitiello,American,Male,1964,Alive,TRUE,#VALUE!
Henry Patrick Raleigh,American,Male,1880,1945,FALSE,65
Luigi Ghirri,Italian,Male,1943,1992,FALSE,49
Robert Rotifer,Austrian,Male,1969,Alive,TRUE,#VALUE!
Walter Käch,Swiss,Male,1901,1970,FALSE,69
Andrei Ujica,Romanian,Male,1951,Alive,TRUE,#VALUE!
Hans Ehrich,Swedish,Male,1942,Alive,TRUE,#VALUE!
Tom Ahlström,Swedish,Male,1943,Alive,TRUE,#VALUE!
Ray Yoshida,American,Male,1930,2009,FALSE,79
Ei Arakawa,Japanese,Male,1977,Alive,TRUE,#VALUE!
Nikolas Gambaroff,German,Male,1979,Alive,TRUE,#VALUE!
Tauba Auerbach,American,Female,1981,Alive,TRUE,#VALUE!
Nora Schultz,German,Female,1975,Alive,TRUE,#VALUE!
Henri Chopin,French,Male,1922,2008,FALSE,86
Zenon Januszewski,Polish,Male,1929,1983,FALSE,54
Filippo Romoli,Italian,Male,1901,1969,FALSE,68
Theo Doro (Théodore Pfeifer),French,Male,1896,1973,FALSE,77
Sanford Biggers,American,Male,1970,Alive,TRUE,#VALUE!
Joseph Albert,German,Male,1825,1886,FALSE,61
Jean Heiberg,Norwegian,Male,1884,1976,FALSE,92
Werner John,Swiss,Male,1941,Alive,TRUE,#VALUE!
Damián Ortega,Mexican,Male,1967,Alive,TRUE,#VALUE!
Hans Brockhage,German,Male,1925,2009,FALSE,84
Tom DeFanti,American,Male,1948,Alive,TRUE,#VALUE!
Yvonne Farrell,Irish,Female,1951,Alive,TRUE,#VALUE!
Shelley McNamara,Irish,Female,1952,Alive,TRUE,#VALUE!
Bill Rauhauser,American,Male,1918,Alive,TRUE,#VALUE!
Douglas Davis,American,Male,1933,Alive,TRUE,#VALUE!
Rainer (Imi) Giese,German,Male,1942,1974,FALSE,32
Bernd Lohaus,German,Male,1940,2010,FALSE,70
Val Telberg,American,Male,1910,1995,FALSE,85
Alec Soth,American,Male,1969,Alive,TRUE,#VALUE!
Pieter Hugo,South African,Male,1976,Alive,TRUE,#VALUE!
Michael Jackson,American,Male,1958,2009,FALSE,51
Siv Helene Stangeland,Norwegian,Female,1966,Alive,TRUE,#VALUE!
Reinhard Kropf,Austrian,Male,1967,Alive,TRUE,#VALUE!
David Chipperfield,British,Male,1953,Alive,TRUE,#VALUE!
Diamela Eltit,Chilean,Female,1949,Alive,TRUE,#VALUE!
Juan Castillo,Chilean,Male,1952,Alive,TRUE,#VALUE!
Raúl Zurita,Chilean,Male,1950,Alive,TRUE,#VALUE!
Fernando Balcells,Chilean,Male,1950,Alive,TRUE,#VALUE!
Boris Orlov,Russian,Male,1941,Alive,TRUE,#VALUE!
Spain Rodriguez,American,Male,1940,2012,FALSE,72
Ryan Gander,British,Male,1976,Alive,TRUE,#VALUE!
Senga Nengudi,American,Female,1943,Alive,TRUE,#VALUE!
Joe Bradley,American,Male,1975,Alive,TRUE,#VALUE!
Quay Brothers,American,Male,1947,Alive,TRUE,#VALUE!
Sturtevant,American,Female,1924,2014,FALSE,90
Mariana Castillo Deball,Mexican,Female,1975,Alive,TRUE,#VALUE!
Stephen Kaltenbach,American,Male,1940,Alive,TRUE,#VALUE!
Mathias Poledna,Austrian,Male,1965,Alive,TRUE,#VALUE!
Charles Gaines,American,Male,1944,Alive,TRUE,#VALUE!
Hajra Waheed,Canadian,Female,1980,Alive,TRUE,#VALUE!
Norbert Schwontkowski,German,Male,1949,Alive,TRUE,#VALUE!
Thomas Huber,Swiss,Male,1955,Alive,TRUE,#VALUE!
Peter Piller,German,Male,1968,Alive,TRUE,#VALUE!
Pedro Almodóvar,Spanish,Male,1949,Alive,TRUE,#VALUE!
Emily Sundblad,Swedish,Female,1977,Alive,TRUE,#VALUE!
Stefan Tcherepnin,American,Male,1977,Alive,TRUE,#VALUE!
Frantisek Drtikol,Czech,Male,1883,1961,FALSE,78
Tomislav Gotovac,Croatian,Male,1937,2010,FALSE,73
Henri Gerbault,French,Male,1863,1930,FALSE,67
Henri-Patrice Dillon,French,Male,1851,1909,FALSE,58
Louis Abel-Truchet,French,Male,1857,1918,FALSE,61
Tancrède Synave,French,Male,1860,1936,FALSE,76
Ernest La Jeunesse,French,Male,1874,1917,FALSE,43
Maxime Dethomas,French,Male,1867,1929,FALSE,62
Joseph Sattler,German,Male,1867,1931,FALSE,64
Gustave Le Rouge,French,Male,1867,1938,FALSE,71
Henri Lebasque,French,Male,1865,1947,FALSE,82
Craig Dykers,American,Male,1961,Alive,TRUE,#VALUE!
Hilary Sample,American,Female,1971,Alive,TRUE,#VALUE!
Adele Röder,German,Female,1980,Alive,TRUE,#VALUE!
Annemarie Heinrich,German,Female,1912,2005,FALSE,93
Haluk Akakçe,Turkish,Male,1970,Alive,TRUE,#VALUE!
Jason Salavon,American,Male,1970,Alive,TRUE,#VALUE!
Anatole Saderman,Argentine,Male,1904,1993,FALSE,89
Jan Slothouber,Dutch,Male,1918,2007,FALSE,89
Willy Ørskov,Danish,Male,1920,1990,FALSE,70
Aldo van den Nieuwelaar,Dutch,Male,1944,2010,FALSE,66
Ed Sommer,Swiss,Male,1932,Alive,TRUE,#VALUE!
Emmy van Leersum,Dutch,Female,1930,1984,FALSE,54
David Tremlett,British,Male,1945,Alive,TRUE,#VALUE!
Abraham Cruzvillegas,Mexican,Male,1968,Alive,TRUE,#VALUE!
Beauford Delaney,American,Male,1901,1979,FALSE,78
Gabriel Sierra,Colombian,Male,1975,Alive,TRUE,#VALUE!
María Teresa Hincapié,Colombian,Female,1956,2008,FALSE,52
Waclaw Szpakowski,Polish,Male,1883,1973,FALSE,90
Yuya Ushida,Japanese,Male,1975,Alive,TRUE,#VALUE!
Michael Meredith,American,Male,1971,Alive,TRUE,#VALUE!
Joe Maloney,American,Male,1949,Alive,TRUE,#VALUE!
Jorinde Voigt,German,Female,1977,Alive,TRUE,#VALUE!
Josip Vaništa,Croatian,Male,1924,Alive,TRUE,#VALUE!
Tom Arndt,American,Male,1944,Alive,TRUE,#VALUE!
Corita Kent (Sister Mary Corita),American,Female,1918,1986,FALSE,68
Giorgio Berretti,Italian,Male,1941,Alive,TRUE,#VALUE!
Bernard Heidsieck,French,Male,1928,2014,FALSE,86
Ricardo Porro,Cuban,Male,1925,2014,FALSE,89
Marcel Slodki,Polish,Male,1892,1943,FALSE,51
František Bílek,Czech,Male,1872,1941,FALSE,69
Erich Gehre,German,Male,1886,Alive,TRUE,#VALUE!
Marie Rosalie (Mitzi) Friedmann-Otten,Austrian,Female,1884,1955,FALSE,71
Augusta von Zitzewitz,German,Female,1880,1960,FALSE,80
Katharina Heise (Karl Luis Heinrich-Salze),German,Female,1891,1964,FALSE,73
Richard Bampi,German,Male,1896,1964,FALSE,68
Eberhard Viegener,German,Male,1890,1967,FALSE,77
Bruno Beye,German,Male,1895,1976,FALSE,81
Jerzy von Hulewicz,Polish,Male,1886,1940,FALSE,54
Jan Wroniecki,German,Male,1890,1948,FALSE,58
Ines Wetzel,German,Female,1878,1940,FALSE,62
Rüdiger Berlit,German,Male,1883,1939,FALSE,56
Shambhavi,Indian,Female,1966,Alive,TRUE,#VALUE!
Johanna Calle,Colombian,Female,1965,Alive,TRUE,#VALUE!
Jens S Jensen,Swedish,Male,1946,Alive,TRUE,#VALUE!
Maria Kipp,American,Female,1900,1988,FALSE,88
Arthur Goetz,German,Male,1885,Alive,TRUE,#VALUE!
Frank Gardner,American,Male,1920,Alive,TRUE,#VALUE!
Joan Gardner,American,Female,1933,Alive,TRUE,#VALUE!
Mahonri M. Young,American,Male,1877,1957,FALSE,80
Taryn Simon,American,Female,1975,Alive,TRUE,#VALUE!
Oscar Tuazon,American,Male,1975,Alive,TRUE,#VALUE!
Lucien Hervé,Hungarian,Male,1910,2007,FALSE,97
Cami Stone,Belgian,Female,1892,1975,FALSE,83
Hilla Rebay von Ehrenwiesen,American,Female,1890,1967,FALSE,77
Lothar Homeyer,German,Male,1883,1969,FALSE,86
Takuma Nakahira,Japanese,Male,1938,Alive,TRUE,#VALUE!
Virginia Overton,American,Female,1971,Alive,TRUE,#VALUE!
John Outterbridge,American,Male,1933,Alive,TRUE,#VALUE!
Karl Otten,German,Male,1889,1963,FALSE,74
Emil Maetzel,German,Male,1877,1955,FALSE,78
Nick Cave,American,Male,1959,Alive,TRUE,#VALUE!
Akram Zaatari,Lebanese,Male,1966,Alive,TRUE,#VALUE!
Adam Ant (Stuart Leslie Goddard),British,Male,1954,Alive,TRUE,#VALUE!
Malcolm Garrett,British,Male,1956,Alive,TRUE,#VALUE!
Guy Peellaert,Belgian,Male,1934,2008,FALSE,74
Barney Bubbles (Colin Fulcher),British,Male,1942,1983,FALSE,41
Samella Lewis,American,Female,1924,Alive,TRUE,#VALUE!
Nick Egan,British,Male,1957,Alive,TRUE,#VALUE!
Bob Heimall,American,Male,1943,Alive,TRUE,#VALUE!
Spencer Drate,American,Male,1942,Alive,TRUE,#VALUE!
Arturo Vega,Mexican,Male,1943,2013,FALSE,70
Paul Stolper,British,Male,1947,Alive,TRUE,#VALUE!
Gene Greif,American,Male,1954,2004,FALSE,50
Ray Lowry,British,Male,1944,2008,FALSE,64
Pennie Smith,British,Female,1949,Alive,TRUE,#VALUE!
Pearl Thompson,British,Male,1957,Alive,TRUE,#VALUE!
Andy Vella,British,Male,1961,Alive,TRUE,#VALUE!
Poly Styrene (Marianne Joan Elliott-Said),British,Female,1957,2011,FALSE,54
Noriko Ambe,Japanese,Female,1967,Alive,TRUE,#VALUE!
Marcel Lods,French,Male,1891,1978,FALSE,87
Bernardo Ortiz Campo,Colombian,Male,1972,Alive,TRUE,#VALUE!
Henry Taylor,American,Male,1958,Alive,TRUE,#VALUE!
Kader Attia,French,Male,1970,Alive,TRUE,#VALUE!
Stanislaw Kubicki,German,Male,1886,1943,FALSE,57
Margarete Kubicka,German,Female,1891,1984,FALSE,93
Max Schwimmer,German,Male,1895,1960,FALSE,65
Gustav Heinrich Wolff,German,Male,1886,1934,FALSE,48
Arne Skouen,Norwegian,Male,1913,2003,FALSE,90
"John Whitney, Sr.",American,Male,1917,1995,FALSE,78
Evelyn Lambart,Canadian,Female,1914,1999,FALSE,85
Heinrich Zernack,German,Male,1899,1945,FALSE,46
Hugh Harman,American,Male,1903,1982,FALSE,79
Burt Gillett,American,Male,1891,1971,FALSE,80
Bill Roberts,American,Male,1899,1974,FALSE,75
Sang-ok Shin,Korean,Male,1926,2006,FALSE,80
Andrés Jaque,Spanish,Male,1971,Alive,TRUE,#VALUE!
Friz Freleng,American,Male,1905,1995,FALSE,90
Michel Auder,French,Male,1945,Alive,TRUE,#VALUE!
Shen Wei,Chinese,Male,1977,Alive,TRUE,#VALUE!
Erik Barnouw,American,Male,1908,2001,FALSE,93
Ernst Moritz Engert,German,Male,1892,1986,FALSE,94
Pat Sullivan,Australian,Male,1887,1933,FALSE,46
Richard Protovin,American,Male,1945,1991,FALSE,46
Peter Stathis,American,Male,1960,Alive,TRUE,#VALUE!
Michael McCoy,American,Male,1944,Alive,TRUE,#VALUE!
Dennis Pies,American,Male,1947,Alive,TRUE,#VALUE!
Lawrence C. Windom,American,Male,1876,Alive,TRUE,#VALUE!
Lynne Sachs,American,Female,1961,Alive,TRUE,#VALUE!
Alessandro Blasetti,Italian,Male,1900,1987,FALSE,87
Francis Jourdain,French,Male,1876,1958,FALSE,82
William Hanna,American,Male,1910,2001,FALSE,91
Joseph Barbera,American,Male,1911,2006,FALSE,95
Jordan Belson,American,Male,1926,2011,FALSE,85
Alan Berliner,American,Male,1956,Alive,TRUE,#VALUE!
Aleksandr Sokurov,Russian,Male,1951,Alive,TRUE,#VALUE!
Bert Haanstra,Dutch,Male,1916,1997,FALSE,81
Djibril Diop Mambéty,Senegalese,Male,1945,1998,FALSE,53
Abderrahmane Sissako,Mauritanian,Male,1961,Alive,TRUE,#VALUE!
Ousmane Sembène,Senegalese,Male,1923,2007,FALSE,84
Akira Kurosawa,Japanese,Male,1910,1998,FALSE,88
Raoul Peck,Haitian,Male,1953,Alive,TRUE,#VALUE!
Diana Barrie,American,Female,1952,Alive,TRUE,#VALUE!
Peter Kubelka,Austrian,Male,1934,Alive,TRUE,#VALUE!
Marijan Jevšovar,Croatian,Male,1922,1998,FALSE,76
Ivan Kožarić,Croatian,Male,1921,Alive,TRUE,#VALUE!
Miljenko Horvat,Croatian,Male,1935,Alive,TRUE,#VALUE!
Marie Menken,American,Female,1909,1970,FALSE,61
Michael Carapetian,British,Male,1938,Alive,TRUE,#VALUE!
André Komatsu,Brazilian,Male,1978,Alive,TRUE,#VALUE!
Adolf Born,Czech,Male,1930,Alive,TRUE,#VALUE!
Chen Shaoxiong,Chinese,Male,1962,2016,FALSE,54
Jaroslav Doubrava,Czech,Male,1909,1960,FALSE,51
Milos Macourek,Czech,Male,1926,2002,FALSE,76
Tex Avery,American,Male,1908,1980,FALSE,72
Andrew Noren,American,Male,1943,Alive,TRUE,#VALUE!
Gunvor Nelson,Swedish,Female,1931,Alive,TRUE,#VALUE!
Willard Maas,American,Male,1906,1971,FALSE,65
Vlatko Gilic,Yugoslav,Male,1935,Alive,TRUE,#VALUE!
Lou Bunin,American,Male,1904,1994,FALSE,90
Bill Basquin,American,Male,1970,Alive,TRUE,#VALUE!
Bela Tarr,Hungarian,Male,1955,Alive,TRUE,#VALUE!
Tom Chomont,American,Male,1942,2010,FALSE,68
John Karidis,American,Male,1958,2012,FALSE,54
George Clooney,American,Male,1961,Alive,TRUE,#VALUE!
Yael Hersonski,Israeli,Female,1970,Alive,TRUE,#VALUE!
Brent Green,American,Male,1978,Alive,TRUE,#VALUE!
David Henry Gerson,American,Male,1985,Alive,TRUE,#VALUE!
Chico Teixeira,Brazilian,Male,1970,Alive,TRUE,#VALUE!
Didier Faustino,French,Male,1968,Alive,TRUE,#VALUE!
Wael Shawky,Egyptian,Male,1971,Alive,TRUE,#VALUE!
Justin Matherly,American,Male,1972,Alive,TRUE,#VALUE!
John Maybury,British,Male,1958,Alive,TRUE,#VALUE!
Zdenek Miler,Czech,Male,1921,2011,FALSE,90
Wilfred Jackson,American,Male,1906,1988,FALSE,82
Bigas Luna,Spanish,Male,1946,Alive,TRUE,#VALUE!
King Baggot,American,Male,1879,1948,FALSE,69
Jack Cutting,American,Male,1908,1988,FALSE,80
Bruce Baillie,American,Male,1931,Alive,TRUE,#VALUE!
Michael Apted,British,Male,1941,Alive,TRUE,#VALUE!
Jean-Claude Lauzon,Canadian,Male,1953,1997,FALSE,44
Gabriel Axel,Danish,Male,1918,Alive,TRUE,#VALUE!
Wheeler Winston Dixon,American,Male,1950,Alive,TRUE,#VALUE!
John Frankenheimer,American,Male,1930,2002,FALSE,72
Ang Lee,Taiwanese,Male,1954,Alive,TRUE,#VALUE!
Wong Kar-wai,Chinese,Male,1958,Alive,TRUE,#VALUE!
Guy Ritchie,British,Male,1968,Alive,TRUE,#VALUE!
Alejandro González Iñárritu,Mexican,Male,1963,Alive,TRUE,#VALUE!
Joe Carnahan,American,Male,1969,Alive,TRUE,#VALUE!
Delphine Seyrig,French,Female,1932,1990,FALSE,58
Neville de Almeida,Brazilian,Male,1941,Alive,TRUE,#VALUE!
Robert Wilhite,American,Male,1946,Alive,TRUE,#VALUE!
Iván Hevesy,Hungarian,Male,1893,1966,FALSE,73
Fabio Balducci,Italian,Male,1964,Alive,TRUE,#VALUE!
Elaine May,American,Female,1932,Alive,TRUE,#VALUE!
Tommy Hartung,American,Male,1980,Alive,TRUE,#VALUE!
Wallace McCutcheon Jr.,American,Male,1880,1928,FALSE,48
Arch Connelly,American,Male,1950,1993,FALSE,43
Rania Stephan,Lebanese,Female,1960,Alive,TRUE,#VALUE!
James Longley,American,Male,1972,Alive,TRUE,#VALUE!
Raúl Ruiz,Chilean,Male,1941,2011,FALSE,70
Bill Daniel,American,Male,1959,Alive,TRUE,#VALUE!
Susan Warms Dryfoos,American,Female,1950,Alive,TRUE,#VALUE!
Godfrey Cheshire,American,Male,1951,Alive,TRUE,#VALUE!
Manish Acharya,Indian,Male,1967,2010,FALSE,43
Alice Elliott,American,Female,1946,Alive,TRUE,#VALUE!
Oscar Muñoz,Colombian,Male,1951,Alive,TRUE,#VALUE!
Lea Lublin,Argentine,Female,1929,1999,FALSE,70
István Orosz,Hungarian,Male,1951,Alive,TRUE,#VALUE!
Massoud Hassani,Dutch,Male,1983,Alive,TRUE,#VALUE!
Cathy Wilkes,Irish,Female,1966,Alive,TRUE,#VALUE!
Ben Kinmont,American,Male,1963,Alive,TRUE,#VALUE!
Dirk Vander Kooij,Dutch,Male,1983,Alive,TRUE,#VALUE!
Georgia Hubley,American,Female,1960,Alive,TRUE,#VALUE!
Alan Rudolph,American,Male,1943,Alive,TRUE,#VALUE!
Bruno Barreto,Brazilian,Male,1955,Alive,TRUE,#VALUE!
Walter Salles,Brazilian,Male,1956,Alive,TRUE,#VALUE!
John McKay,Scottish,Male,1965,Alive,TRUE,#VALUE!
Pat O'Connor,Irish,Male,1943,Alive,TRUE,#VALUE!
Jan Sverák,Czech,Male,1965,Alive,TRUE,#VALUE!
Régis Wargnier,French,Male,1948,Alive,TRUE,#VALUE!
Igor Nikolayev,Russian,Male,1924,Alive,TRUE,#VALUE!
Sam Wood,American,Male,1883,1949,FALSE,66
William Friedkin,American,Male,1935,Alive,TRUE,#VALUE!
Marleen Gorris,Dutch,Female,1948,Alive,TRUE,#VALUE!
Peter Medak,Hungarian,Male,1937,Alive,TRUE,#VALUE!
Don Roos,American,Male,1955,Alive,TRUE,#VALUE!
Harry Sinclair,New Zealander,Male,1959,Alive,TRUE,#VALUE!
Åke Sandgren,Swedish,Male,1955,Alive,TRUE,#VALUE!
James Merendino,American,Male,1969,Alive,TRUE,#VALUE!
Sam Raimi,American,Male,1959,Alive,TRUE,#VALUE!
